#2 0.05197489 0.00143572
#3 0.02798107 0.00122744
#4 0.02556035 0.00093018
#6 0.02164031 0.00337515                
#
4 0.0224 0.0039
4 0.0257 0.0010
4 0.0213 0.0047
4 0.0301 0.0010
5 0.0224 0.0049
5 0.0234 0.0051
6 0.0236 0.0010
6 0.0265 0.0014
8 0.0236 0.0031
##
#2 0.05565 0.00064
#3 0.03250 0.0011
#4 0.02469 0.00067
#5 0.0213 0.0013
