2 2.55 50 11.358268090051329 0.02865378465199182 0.5032604204101941 0.029777010347185003
2 2.60 100 15.602044514738079 0.03176062733828768 0.5210550953884239 0.03082988913411535
2 2.65 100 21.286329911329197 0.03490442660312778 0.5661407582960818 0.03348078600392527
2 2.70 100 28.786430233147374 0.05826355305565088 0.7338938525349697 0.04340147333725304
4 7.7  50 3.574397504208701 0.002303598985258573 0.6381618049619774 0.037754161526819145
4 7.72 50 3.75995393037755 0.0025074995463004535 0.6547664137460651 0.03875103779503506
4 7.76 50 4.164846998244887 0.0033496903134427507 0.782618524892996 0.05249964666334051
4 7.78 40 4.379454662359476 0.003597838380504662 1.082200920301686 0.08023811125774886
4 7.80 40 4.597856908743702 0.004245308451442477 1.34543839453472 0.10844560319923738
4 7.85 70 5.18649235176745 0.0047297865493960665 1.1112727039775498 0.08239359363563752
4 8.2 3500 11.271344913978877 0.017357052293573344 0.5494988531651263 0.03293137700251769
6 15.75 60 2.3460546146211128 0.0012120956893238825 0.8498736701683991 0.05701125896351327
6 15.9 100 2.8349358599492938 0.0021403961933498536 0.9545608404884728 0.0639859163850126
6 16.1 400 3.5913908338362033 0.003718645605069541 1.1694721795386087 0.08661136921570062
6 16.3 800 4.496610882353815 0.003270867985117032 1.4682103937769 0.11835611264406382
8 26.5 600 1.4685995537016274 0.0005872317111569324 0.6108490783935847 0.036481955585224796
8 26.7 400 1.7099129427478765 0.0007247780001964232 1.2693541402942785 0.10156708380094942
8 27.0 1200 2.12385095242241 0.0011687402920312383 1.5272746997493132 0.13415740733215617
8 27.2 3000 2.444553209814858 0.0011395244825173896 1.2448779382713995 0.09904922755477692
2 20 2.55 11.357761001930289 0.029001429535771964 0.7224152231507475 0.1911331023784109
