#https://arxiv.org/abs/hep-th/0204125
#2 0.05197489 0.00143572
#3 0.02798107 0.00122744
#4 0.02556035 0.00093018
#6 0.02164031 0.00337515                
3   0.0282  0.0012
4   0.0257  0.0010
6   0.0236  0.0010
